559,LOW,2 - 5 years,RENT,MEDIUM,vacation,LOW,LOW,YES MORE THAN 2 YEARS AGO,FEW,NO,MEDIUM,NO
560,MEDIUM,2 - 5 years,RENT,LOW,credit_card,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
561,HIGH,2 - 5 years,MORTGAGE,HIGH,home_improvement,LOW,AVERAGE,YES,NEVER,AVERAGE,NO,LOW,NO
564,LOW,10+ years,MORTGAGE,MEDIUM,other,LOW,AVERAGE,NO,NEVER,FEW,NO,HIGH,NO
570,MEDIUM,unemployed,MORTGAGE,LOW,debt_consolidation,HIGH,LOW,YES,NEVER,FEW,NO,HIGH,NO
571,HIGH,6 - 9 years,MORTGAGE,HIGH,debt_consolidation,HIGH,AVERAGE,NO,NEVER,MANY,NO,MEDIUM,NO
575,HIGH,10+ years,MORTGAGE,MEDIUM,credit_card,AVERAGE,AVERAGE,YES,NEVER,MANY,NO,HIGH,NO
576,HIGH,6 - 9 years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,MANY,NO,HIGH,NO
581,MEDIUM,2 - 5 years,MORTGAGE,HIGH,credit_card,LOW,AVERAGE,NO,NEVER,AVERAGE,NO,HIGH,NO
582,LOW,6 - 9 years,MORTGAGE,HIGH,medical,HIGH,LOW,YES,NEVER,AVERAGE,NO,HIGH,NO
584,MEDIUM,6 - 9 years,OWN,LOW,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
589,LOW,2 - 5 years,MORTGAGE,MEDIUM,other,AVERAGE,LOW,YES,NEVER,MANY,NO,MEDIUM,NO
590,MEDIUM,2 - 5 years,RENT,LOW,other,AVERAGE,LOW,NO,NEVER,FEW,NO,HIGH,NO
595,HIGH,2 - 5 years,RENT,HIGH,credit_card,AVERAGE,AVERAGE,NO,NEVER,FEW,NO,HIGH,NO
596,LOW,2 - 5 years,MORTGAGE,LOW,major_purchase,AVERAGE,AVERAGE,YES,NEVER,FEW,NO,HIGH,NO
598,HIGH,2 - 5 years,RENT,HIGH,debt_consolidation,AVERAGE,LOW,YES MORE THAN 2 YEARS AGO,MANY,NO,HIGH,NO
600,MEDIUM,10+ years,RENT,LOW,credit_card,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
602,LOW,10+ years,MORTGAGE,MEDIUM,medical,HIGH,AVERAGE,YES,NEVER,AVERAGE,YES,LOW,NO
603,MEDIUM,2 - 5 years,RENT,MEDIUM,other,HIGH,LOW,NO MORE THAN 2 YEARS AGO,MANY,NO,LOW,NO
609,HIGH,10+ years,MORTGAGE,HIGH,credit_card,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
610,MEDIUM,6 - 9 years,MORTGAGE,HIGH,credit_card,LOW,LOW,NO MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
617,MEDIUM,< 2 years,RENT,LOW,debt_consolidation,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
619,HIGH,6 - 9 years,RENT,HIGH,credit_card,LOW,LOW,YES,IN PAST 2 YEARS,MANY,NO,MEDIUM,NO
621,HIGH,2 - 5 years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
624,MEDIUM,2 - 5 years,RENT,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
626,HIGH,6 - 9 years,RENT,MEDIUM,other,HIGH,AVERAGE,YES,NEVER,FEW,NO,MEDIUM,NO
631,HIGH,2 - 5 years,MORTGAGE,MEDIUM,debt_consolidation,HIGH,AVERAGE,NO MORE THAN 2 YEARS AGO,MANY,NO,HIGH,NO
632,HIGH,2 - 5 years,MORTGAGE,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
633,HIGH,< 2 years,RENT,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
638,HIGH,10+ years,RENT,MEDIUM,debt_consolidation,LOW,AVERAGE,YES,NEVER,FEW,NO,MEDIUM,NO
644,MEDIUM,6 - 9 years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,LOW,YES,NEVER,AVERAGE,NO,HIGH,NO
646,MEDIUM,< 2 years,RENT,LOW,debt_consolidation,HIGH,LOW,YES,NEVER,MANY,NO,MEDIUM,NO
651,MEDIUM,10+ years,RENT,LOW,debt_consolidation,HIGH,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
658,HIGH,2 - 5 years,MORTGAGE,MEDIUM,home_improvement,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,HIGH,NO
670,MEDIUM,< 2 years,RENT,LOW,credit_card,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
691,MEDIUM,2 - 5 years,RENT,LOW,wedding,HIGH,LOW,YES,NEVER,AVERAGE,NO,HIGH,NO
695,MEDIUM,< 2 years,RENT,MEDIUM,car,LOW,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
696,MEDIUM,2 - 5 years,RENT,LOW,credit_card,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
701,MEDIUM,2 - 5 years,OWN,LOW,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,HIGH,NO
703,MEDIUM,10+ years,MORTGAGE,MEDIUM,credit_card,HIGH,LOW,NO,NEVER,MANY,NO,HIGH,NO
715,MEDIUM,2 - 5 years,RENT,MEDIUM,small_business,LOW,AVERAGE,YES MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
722,MEDIUM,2 - 5 years,RENT,LOW,credit_card,AVERAGE,AVERAGE,YES,NEVER,FEW,NO,MEDIUM,NO
723,MEDIUM,2 - 5 years,RENT,HIGH,small_business,LOW,AVERAGE,NO,NEVER,FEW,NO,HIGH,NO
725,MEDIUM,10+ years,RENT,MEDIUM,small_business,LOW,LOW,YES MORE THAN 2 YEARS AGO,AVERAGE,NO,LOW,NO
729,MEDIUM,6 - 9 years,RENT,LOW,credit_card,AVERAGE,AVERAGE,NO,NEVER,FEW,NO,HIGH,NO
732,MEDIUM,< 2 years,RENT,MEDIUM,wedding,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
734,LOW,10+ years,RENT,LOW,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,HIGH,NO
735,MEDIUM,10+ years,RENT,MEDIUM,credit_card,AVERAGE,LOW,YES,NEVER,AVERAGE,NO,HIGH,NO
740,MEDIUM,2 - 5 years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,HIGH,NO
741,MEDIUM,< 2 years,RENT,MEDIUM,major_purchase,AVERAGE,HIGH,NO,NEVER,AVERAGE,NO,LOW,NO
743,HIGH,2 - 5 years,RENT,MEDIUM,credit_card,AVERAGE,HIGH,YES,NEVER,MANY,NO,MEDIUM,NO
744,MEDIUM,2 - 5 years,RENT,MEDIUM,debt_consolidation,HIGH,AVERAGE,NO,NEVER,MANY,NO,HIGH,NO
745,MEDIUM,2 - 5 years,MORTGAGE,MEDIUM,small_business,AVERAGE,AVERAGE,YES,IN PAST 2 YEARS,AVERAGE,NO,LOW,NO
750,HIGH,6 - 9 years,RENT,MEDIUM,small_business,AVERAGE,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
753,MEDIUM,unemployed,MORTGAGE,MEDIUM,debt_consolidation,HIGH,AVERAGE,NO,NEVER,AVERAGE,NO,HIGH,NO
757,HIGH,< 2 years,OWN,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
761,MEDIUM,10+ years,RENT,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
762,MEDIUM,6 - 9 years,MORTGAGE,MEDIUM,debt_consolidation,HIGH,LOW,NO MORE THAN 2 YEARS AGO,MANY,NO,MEDIUM,NO
765,MEDIUM,10+ years,RENT,LOW,credit_card,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
768,HIGH,10+ years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,IN PAST 2 YEARS,MANY,NO,HIGH,NO
770,MEDIUM,2 - 5 years,RENT,LOW,debt_consolidation,AVERAGE,AVERAGE,NO MORE THAN 2 YEARS AGO,AVERAGE,YES,MEDIUM,NO
772,HIGH,2 - 5 years,RENT,MEDIUM,credit_card,AVERAGE,HIGH,YES,NEVER,AVERAGE,NO,MEDIUM,NO
774,HIGH,< 2 years,RENT,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
782,MEDIUM,< 2 years,RENT,HIGH,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
785,MEDIUM,2 - 5 years,RENT,MEDIUM,debt_consolidation,LOW,LOW,YES,NEVER,FEW,NO,HIGH,NO
786,MEDIUM,< 2 years,MORTGAGE,LOW,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
787,MEDIUM,10+ years,RENT,LOW,wedding,AVERAGE,AVERAGE,YES MORE THAN 2 YEARS AGO,FEW,NO,HIGH,NO
791,MEDIUM,< 2 years,RENT,MEDIUM,other,HIGH,AVERAGE,NO,IN PAST 2 YEARS,AVERAGE,NO,MEDIUM,NO
793,MEDIUM,2 - 5 years,RENT,MEDIUM,debt_consolidation,LOW,HIGH,NO,NEVER,FEW,NO,MEDIUM,NO
794,HIGH,6 - 9 years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
797,HIGH,2 - 5 years,RENT,MEDIUM,credit_card,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
799,MEDIUM,10+ years,RENT,MEDIUM,debt_consolidation,HIGH,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
800,MEDIUM,10+ years,MORTGAGE,MEDIUM,debt_consolidation,HIGH,AVERAGE,NO MORE THAN 2 YEARS AGO,MANY,NO,MEDIUM,NO
803,HIGH,6 - 9 years,RENT,LOW,credit_card,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
810,HIGH,2 - 5 years,MORTGAGE,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
811,MEDIUM,< 2 years,RENT,LOW,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
817,MEDIUM,2 - 5 years,MORTGAGE,MEDIUM,wedding,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
820,MEDIUM,< 2 years,RENT,LOW,small_business,LOW,AVERAGE,YES,NEVER,FEW,NO,HIGH,NO
822,MEDIUM,10+ years,RENT,MEDIUM,credit_card,LOW,AVERAGE,YES,NEVER,FEW,NO,HIGH,NO
827,HIGH,10+ years,RENT,LOW,debt_consolidation,HIGH,AVERAGE,NO,NEVER,FEW,NO,MEDIUM,NO
831,HIGH,6 - 9 years,RENT,LOW,credit_card,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
835,HIGH,< 2 years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,LOW,NO MORE THAN 2 YEARS AGO,MANY,NO,HIGH,NO
838,HIGH,2 - 5 years,RENT,HIGH,debt_consolidation,LOW,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
839,HIGH,2 - 5 years,MORTGAGE,HIGH,credit_card,AVERAGE,AVERAGE,NO,NEVER,MANY,NO,HIGH,NO
841,MEDIUM,10+ years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
846,MEDIUM,6 - 9 years,RENT,MEDIUM,credit_card,HIGH,LOW,YES,NEVER,MANY,NO,MEDIUM,NO
848,MEDIUM,2 - 5 years,OWN,HIGH,house,AVERAGE,LOW,YES,NEVER,MANY,NO,HIGH,NO
852,MEDIUM,10+ years,RENT,MEDIUM,credit_card,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
857,LOW,2 - 5 years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
869,HIGH,2 - 5 years,MORTGAGE,MEDIUM,home_improvement,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
875,MEDIUM,10+ years,RENT,MEDIUM,debt_consolidation,LOW,AVERAGE,NO MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
877,LOW,6 - 9 years,RENT,LOW,vacation,AVERAGE,AVERAGE,YES,NEVER,FEW,NO,HIGH,NO
881,HIGH,2 - 5 years,OWN,LOW,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
884,LOW,< 2 years,MORTGAGE,MEDIUM,small_business,LOW,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
886,LOW,2 - 5 years,MORTGAGE,MEDIUM,small_business,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
888,HIGH,6 - 9 years,MORTGAGE,HIGH,debt_consolidation,LOW,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
890,HIGH,2 - 5 years,RENT,HIGH,debt_consolidation,LOW,AVERAGE,YES MORE THAN 2 YEARS AGO,AVERAGE,NO,HIGH,NO
894,HIGH,2 - 5 years,RENT,HIGH,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,HIGH,NO
895,MEDIUM,6 - 9 years,RENT,LOW,debt_consolidation,AVERAGE,LOW,YES,IN PAST 2 YEARS,AVERAGE,NO,HIGH,NO
899,HIGH,< 2 years,RENT,HIGH,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
906,MEDIUM,6 - 9 years,MORTGAGE,MEDIUM,credit_card,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,HIGH,NO
912,MEDIUM,2 - 5 years,RENT,LOW,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,FEW,NO,HIGH,NO
913,LOW,6 - 9 years,RENT,LOW,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,FEW,NO,MEDIUM,NO
914,HIGH,< 2 years,RENT,HIGH,credit_card,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,HIGH,NO
917,MEDIUM,10+ years,RENT,LOW,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,FEW,NO,HIGH,NO
919,MEDIUM,< 2 years,MORTGAGE,HIGH,debt_consolidation,HIGH,LOW,YES MORE THAN 2 YEARS AGO,MANY,NO,MEDIUM,NO
923,MEDIUM,6 - 9 years,RENT,LOW,credit_card,AVERAGE,LOW,YES,NEVER,FEW,NO,HIGH,NO
929,MEDIUM,2 - 5 years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,HIGH,NO
933,MEDIUM,6 - 9 years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
938,HIGH,6 - 9 years,MORTGAGE,MEDIUM,home_improvement,HIGH,AVERAGE,YES,NEVER,MANY,NO,HIGH,NO
940,MEDIUM,< 2 years,RENT,LOW,credit_card,HIGH,AVERAGE,NO MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
941,MEDIUM,< 2 years,RENT,LOW,credit_card,AVERAGE,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
949,HIGH,2 - 5 years,RENT,MEDIUM,credit_card,AVERAGE,AVERAGE,YES,NEVER,FEW,NO,MEDIUM,NO
953,MEDIUM,10+ years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
955,LOW,2 - 5 years,MORTGAGE,HIGH,debt_consolidation,LOW,AVERAGE,NO MORE THAN 2 YEARS AGO,AVERAGE,NO,HIGH,NO
957,HIGH,10+ years,MORTGAGE,HIGH,small_business,HIGH,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
964,MEDIUM,6 - 9 years,RENT,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
969,HIGH,10+ years,RENT,MEDIUM,credit_card,HIGH,AVERAGE,YES MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
970,LOW,2 - 5 years,MORTGAGE,MEDIUM,home_improvement,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
974,LOW,10+ years,RENT,LOW,debt_consolidation,HIGH,AVERAGE,NO,NEVER,AVERAGE,NO,HIGH,NO
978,MEDIUM,2 - 5 years,RENT,LOW,credit_card,HIGH,AVERAGE,NO MORE THAN 2 YEARS AGO,MANY,NO,HIGH,NO
982,HIGH,6 - 9 years,RENT,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
987,MEDIUM,2 - 5 years,OWN,MEDIUM,credit_card,AVERAGE,AVERAGE,NO,NEVER,MANY,NO,MEDIUM,NO
991,HIGH,10+ years,OWN,HIGH,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,MANY,NO,HIGH,NO
1004,MEDIUM,< 2 years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,MANY,NO,HIGH,NO
1005,HIGH,2 - 5 years,OWN,MEDIUM,credit_card,AVERAGE,AVERAGE,NO,NEVER,MANY,NO,HIGH,NO
1009,LOW,6 - 9 years,MORTGAGE,MEDIUM,home_improvement,AVERAGE,LOW,YES,NEVER,MANY,NO,HIGH,NO
1015,MEDIUM,< 2 years,RENT,LOW,credit_card,AVERAGE,AVERAGE,NO MORE THAN 2 YEARS AGO,FEW,NO,MEDIUM,NO
1027,HIGH,2 - 5 years,OWN,LOW,debt_consolidation,AVERAGE,AVERAGE,YES MORE THAN 2 YEARS AGO,MANY,NO,MEDIUM,NO
1028,HIGH,10+ years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,AVERAGE,NO MORE THAN 2 YEARS AGO,MANY,NO,HIGH,NO
1031,HIGH,< 2 years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,LOW,YES MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
1036,MEDIUM,2 - 5 years,RENT,LOW,credit_card,HIGH,AVERAGE,YES,NEVER,MANY,NO,HIGH,NO
1039,MEDIUM,10+ years,RENT,HIGH,debt_consolidation,LOW,AVERAGE,NO,NEVER,AVERAGE,NO,HIGH,NO
1040,HIGH,< 2 years,RENT,HIGH,debt_consolidation,HIGH,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
1047,HIGH,2 - 5 years,MORTGAGE,HIGH,credit_card,LOW,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
1049,LOW,< 2 years,MORTGAGE,MEDIUM,other,AVERAGE,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
1051,HIGH,6 - 9 years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
1053,MEDIUM,2 - 5 years,RENT,MEDIUM,credit_card,LOW,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
1055,HIGH,< 2 years,RENT,MEDIUM,debt_consolidation,HIGH,AVERAGE,NO,NEVER,MANY,NO,MEDIUM,NO
1062,HIGH,10+ years,MORTGAGE,MEDIUM,credit_card,HIGH,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
1065,MEDIUM,10+ years,RENT,MEDIUM,credit_card,AVERAGE,AVERAGE,YES,NEVER,MANY,NO,HIGH,NO
1066,MEDIUM,< 2 years,RENT,MEDIUM,wedding,LOW,AVERAGE,NO MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
1072,MEDIUM,10+ years,RENT,HIGH,debt_consolidation,LOW,AVERAGE,YES MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
1078,LOW,2 - 5 years,RENT,LOW,other,LOW,AVERAGE,NO,NEVER,FEW,NO,HIGH,NO
1080,HIGH,10+ years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,MANY,NO,HIGH,NO
1082,HIGH,10+ years,RENT,MEDIUM,other,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
1084,MEDIUM,2 - 5 years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,MANY,YES,MEDIUM,YES
1087,MEDIUM,2 - 5 years,RENT,LOW,credit_card,HIGH,LOW,NO,NEVER,AVERAGE,NO,MEDIUM,NO
1088,HIGH,6 - 9 years,RENT,MEDIUM,debt_consolidation,HIGH,AVERAGE,NO,NEVER,MANY,NO,MEDIUM,NO
1092,MEDIUM,10+ years,MORTGAGE,MEDIUM,home_improvement,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
1096,MEDIUM,< 2 years,RENT,MEDIUM,credit_card,AVERAGE,LOW,YES MORE THAN 2 YEARS AGO,AVERAGE,NO,HIGH,NO
1097,MEDIUM,< 2 years,OWN,MEDIUM,credit_card,AVERAGE,LOW,YES,NEVER,MANY,YES,MEDIUM,YES
1099,HIGH,2 - 5 years,MORTGAGE,HIGH,small_business,LOW,AVERAGE,NO,NEVER,FEW,NO,MEDIUM,NO
1100,HIGH,10+ years,RENT,MEDIUM,debt_consolidation,HIGH,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
1103,LOW,6 - 9 years,RENT,MEDIUM,debt_consolidation,AVERAGE,LOW,YES,NEVER,AVERAGE,NO,MEDIUM,NO
1109,HIGH,6 - 9 years,RENT,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
1116,MEDIUM,6 - 9 years,RENT,MEDIUM,debt_consolidation,LOW,AVERAGE,YES,NEVER,FEW,NO,HIGH,NO
1118,MEDIUM,2 - 5 years,RENT,MEDIUM,debt_consolidation,LOW,AVERAGE,YES,NEVER,FEW,NO,HIGH,NO
1120,HIGH,6 - 9 years,OWN,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,FEW,NO,MEDIUM,NO
1122,HIGH,< 2 years,RENT,HIGH,debt_consolidation,AVERAGE,HIGH,YES,NEVER,AVERAGE,NO,LOW,NO
1124,MEDIUM,unemployed,RENT,LOW,credit_card,AVERAGE,LOW,YES,NEVER,AVERAGE,NO,MEDIUM,NO
1127,HIGH,2 - 5 years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
1129,MEDIUM,2 - 5 years,MORTGAGE,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
1134,MEDIUM,6 - 9 years,RENT,MEDIUM,debt_consolidation,HIGH,LOW,YES,NEVER,MANY,NO,MEDIUM,NO
1137,MEDIUM,2 - 5 years,RENT,HIGH,debt_consolidation,LOW,AVERAGE,NO,IN PAST 2 YEARS,FEW,NO,MEDIUM,NO
1141,LOW,unemployed,RENT,HIGH,other,AVERAGE,AVERAGE,YES MORE THAN 2 YEARS AGO,MANY,NO,LOW,NO
1144,LOW,10+ years,RENT,MEDIUM,other,AVERAGE,AVERAGE,NO MORE THAN 2 YEARS AGO,FEW,NO,HIGH,NO
1145,HIGH,2 - 5 years,RENT,MEDIUM,debt_consolidation,HIGH,AVERAGE,NO,NEVER,MANY,NO,MEDIUM,NO
1147,HIGH,10+ years,MORTGAGE,MEDIUM,credit_card,LOW,AVERAGE,NO MORE THAN 2 YEARS AGO,AVERAGE,NO,HIGH,NO
1149,HIGH,unemployed,MORTGAGE,HIGH,home_improvement,LOW,AVERAGE,NO,NEVER,FEW,NO,MEDIUM,NO
1150,LOW,unemployed,OWN,LOW,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,FEW,NO,HIGH,NO
1154,LOW,2 - 5 years,RENT,MEDIUM,credit_card,AVERAGE,AVERAGE,NO,NEVER,MANY,NO,HIGH,NO
1155,LOW,10+ years,MORTGAGE,HIGH,medical,AVERAGE,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
1157,HIGH,6 - 9 years,OWN,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
1159,MEDIUM,6 - 9 years,RENT,MEDIUM,credit_card,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
1161,LOW,unemployed,MORTGAGE,MEDIUM,home_improvement,HIGH,LOW,YES,NEVER,MANY,NO,MEDIUM,NO
1164,MEDIUM,2 - 5 years,MORTGAGE,MEDIUM,credit_card,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
1167,HIGH,10+ years,RENT,MEDIUM,debt_consolidation,HIGH,AVERAGE,NO,NEVER,MANY,NO,MEDIUM,NO
1169,HIGH,6 - 9 years,MORTGAGE,HIGH,other,AVERAGE,AVERAGE,NO MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
1175,HIGH,6 - 9 years,RENT,MEDIUM,vacation,LOW,HIGH,NO,NEVER,FEW,NO,LOW,NO
1182,HIGH,10+ years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
1184,HIGH,2 - 5 years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
1186,HIGH,2 - 5 years,MORTGAGE,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES MORE THAN 2 YEARS AGO,MANY,NO,MEDIUM,NO
1188,MEDIUM,6 - 9 years,MORTGAGE,LOW,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,FEW,YES,MEDIUM,YES
1190,HIGH,10+ years,RENT,HIGH,credit_card,AVERAGE,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
1194,MEDIUM,10+ years,MORTGAGE,MEDIUM,major_purchase,AVERAGE,AVERAGE,YES MORE THAN 2 YEARS AGO,AVERAGE,NO,LOW,NO
1195,MEDIUM,6 - 9 years,MORTGAGE,MEDIUM,credit_card,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
1197,MEDIUM,2 - 5 years,RENT,MEDIUM,small_business,LOW,HIGH,NO,NEVER,FEW,NO,HIGH,NO
1216,HIGH,2 - 5 years,MORTGAGE,HIGH,home_improvement,AVERAGE,LOW,YES,NEVER,AVERAGE,NO,HIGH,NO
1218,HIGH,6 - 9 years,MORTGAGE,MEDIUM,debt_consolidation,LOW,AVERAGE,YES,NEVER,FEW,NO,MEDIUM,NO
1219,MEDIUM,< 2 years,RENT,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES MORE THAN 2 YEARS AGO,AVERAGE,NO,LOW,NO
1220,MEDIUM,10+ years,OWN,MEDIUM,credit_card,AVERAGE,AVERAGE,NO,NEVER,MANY,NO,MEDIUM,NO
1224,HIGH,10+ years,OWN,HIGH,credit_card,AVERAGE,AVERAGE,NO MORE THAN 2 YEARS AGO,FEW,NO,MEDIUM,NO
